reference_number,procurement_id,vendor_name,vendor_postal_code,buyer_name,contract_date,economic_object_code,description_en,description_fr,contract_period_start,delivery_date,contract_value,original_value,amendment_value,comments_en,comments_fr,additional_comments_en,additional_comments_fr,agreement_type_code,trade_agreement,land_claims,commodity_type,commodity_code,country_of_vendor,solicitation_procedure,limited_tendering_reason,trade_agreement_exceptions,aboriginal_business,aboriginal_business_incidental,intellectual_property,potential_commercial_exploitation,former_public_servant,contracting_entity,standing_offer_number,instrument_type,ministers_office,number_of_bids,article_6_exceptions,award_criteria,socioeconomic_indicator,reporting_period,record_created,record_modified,user_modified,owner_org,owner_org_title
C-2017-2018-Q2-00512,3000652073,SUTRON CORPORATION,,,2017-09-13,1243,"Measuring, controlling, laboratory, medical and optical equipment and parts","Instruments de mesure, de contrôle, de laboratoire-Instruments de médecine et d'optique",2017-09-13,2018-03-31,83933.09,83933.09,0,,,,,,,,G,6640,CA,TC,,0,,N,C,,N,,PSPCSOSA,K3D35-160849/002/TOR,,,,,,C,,,*,ec,
C-2017-2018-Q2-00518,3000652122,PCI GEOMATICS ENTERPRISES INC.,,,2017-09-13,1284,Client software related to Distributed Computing Environment (DCE),Logiciels clients de l'environnement d'informatique répartie (EIR),2017-09-13,2017-11-01,24831.75,24831.75,0,,,,,,,,S,W210,CA,TC,,0,,N,C,,N,,PSPCSOSA,EN578-1008081091,,,,,,C,,,*,ec,
C-2017-2018-Q2-00522,3000652178,ISABEL BUTTLER,,,2017-09-14,362,Data and database access services,Services d'accès à des données et à des bases de données,2017-09-14,2018-03-30,16950,16950,0,,,,,,,,S,D309,CA,TN,85,0,,N,A41,N,N,,PSPCSOSA,E60ZT-152199/303/ZT,,,,,,C,,,*,ec,
C-2017-2018-Q2-00517,3000652116,PORTAGE PERSONNEL INC.,,,2017-09-14,813,Temporary help services,Services d'aide temporaire,2017-09-14,2017-01-12,16886.84,16886.84,0,,,Temporary Workload Increase,Augmentation de la charge de travail,,,,S,R201,CA,TN,85,0,,N,C,,N,,PSPCSOSA,E60ZN-110002/102/ZN,,,,,,C,,,*,ec,
C-2017-2018-Q2-00340,3000649975,LEAN AGILITY INC.,,,2017-09-15,491,Management consulting,Services de conseillers en gestion,2017-09-15,2018-03-30,24765.62,24765.62,0,,,Support the implementation of the Export and Import of Hazardous Wastes and Hazardous Recyclable Materials (EIHWHRM) Regulations,Appuyer la mise en œuvre du Règlement sur l'exportation et l'importation de déchets dangereux et de matières recyclables dangereuses (REIDDMD),,,,S,R199,CA,TN,85,0,,N,A41,N,N,,PSPCSOSA,E60ZT-12001/694/ZT,,,,,,C,,,*,ec,
C-2017-2018-Q2-00530,3000652272,SUMMIT HELICOPTERS,,,2017-09-15,561,Rental of aircraft,Location d'aéronefs,2017-09-15,2017-10-31,67725,67725,0,,,,,,,,S,V200,CA,TC,,0,,N,C,,N,,PSPCSOSA,E60SQ-020001/376/ZL,,,,,,C,,,*,ec,
C-2017-2018-Q2-00272,3000649360,AIR TINDI LTD.,,,2017-09-16,561,Rental of aircraft,Location d'aéronefs,2017-09-16,2017-09-18,43575,43575,0,,,,,,,,S,AS11,CA,TC,,0,,N,C,,N,,PSPCSOSA,E60SQ-020001/027/SQ,,,,,,C,,,*,ec,
C-2017-2018-Q2-00102,3000646854,ECOLE DE LANGUES LA CITE,,,2017-09-18,447,Tuition fees and costs of attending courses including seminars not elsewhere specified,"Frais d'enseignement et frais de participation à des cours comprenant les séminaires, non spécifiés ailleurs",2017-09-18,2018-03-16,11441.25,11441.25,0,,,,,,,,S,U099,CA,TC,,0,,N,C,,N,,PSPCSOSA,E6TOR-13RM01/001/TOR,,,,,,C,,,*,ec,
C-2017-2018-Q2-00537,3000652369,AURORA HELICOPTERS LTD,,,2017-09-18,561,Rental of aircraft,Location d'aéronefs,2017-09-18,2017-10-31,30450,30450,0,,,,,,,,S,V201,CA,TC,,0,,N,C,,N,,PSPCSOSA,E60SQ-020001/225/ZH,,,,,,C,,,*,ec,
C-2017-2018-Q2-00547,3000652462,HOSKIN SCIENTIFIC LIMITED,,,2017-09-19,1243,"Measuring, controlling, laboratory, medical and optical equipment and parts","Instruments de mesure, de contrôle, de laboratoire-Instruments de médecine et d'optique",2017-09-19,2017-12-29,152473.91,152473.91,0,,,,,,,,G,6680,CA,TC,,0,,N,C,,N,,PSPCSOSA,K3D35-131428/001/TOR,,,,,,C,,,*,ec,
C-2017-2018-Q2-00022,20170744A,ARCHITECTURE49 INC,,,2017-09-20,422,Engineering consultants-Construction,Conseillers techniques-construction,2017-09-20,2018-03-31,108794.7,108794.7,0,This is part of the multi-departmental contract #:KW405-170744,Ceci fait partie du Contrat pluriministériels no :KW405-170744,Wastewater Technology Centre Roof Replacement,Remplacement du toit du centre de technologie des eaux usées,,,,S,AJ41,CA,TC,,0,,N,C,,N,,PSPCSOSA,EQ754-161519/010/PWL,,,,,,C,,,*,ec,
C-2017-2018-Q2-00529,3000652254,JEANNINE WINKEL,,,2017-09-20,430,Scientific services,Services scientifiques,2017-09-20,2017-11-30,15525,15525,0,,,,,,,,S,F059,CA,TC,,0,,N,A41,Y,N,,DSOSA,7000001628,,,,,,C,,,*,ec,
C-2017-2018-Q2-00032,20180243A,STANTEC CONSULTING LTD.,,,2017-09-20,658,"Electric lighting, distribution and control equipment","Matériel d'éclairage, de contrôle et de distribution d'électricité",2017-09-20,2018-03-31,115076.94,115076.94,0,,,,,C,,,C,5164,CA,TC,,0,,N,A41,Y,N,,N/A,EQ754-161099/010/PWL,,,,,,C,,,*,ec,
C-2017-2018-Q2-00563,3000652588,JOHNSON CONTROLS L.P.,,,2017-09-21,656,"Heating, air-conditioning and refrigeration equipment","Appareils de chauffage, de climatisation et de réfrigération",2017-09-21,2017-12-31,39994.5,39994.5,0,,,,,,,,C,5150,CA,TC,,0,,N,C,,N,,PSPCSOSA,KW405-141059/001/STN,,,,,,C,,,*,ec,
C-2017-2018-Q2-00078,3000626981,MOBILE RESOURCE GROUP INC,,,2017-09-21,813,Temporary help services,Services d'aide temporaire,2016-11-28,2018-01-12,154245.01,49239.75,28416.02,,,Temporary workload increase,Junior Resource project leader for real property Consultant / Proservice TSPS,,,,S,R199,CA,TC,,0,,N,C,,N,,N/A,E60ZT-120001/876/ZT,,,,,,A,,,*,ec,
C-2017-2018-Q2-00573,3000652707,VWR INTERNATIONAL LTD.,,,2017-09-22,1179,Miscellaneous manufactured articles,Marchandises et produits divers,2017-09-22,2017-10-31,11139.73,11139.73,0,,,,,,,,G,6640,CA,TC,,0,,N,C,,N,,PSPCSOSA,E60PV-16LS00/002/PV,,,,,,C,,,*,ec,
C-2017-2018-Q2-00550,3000652502,RICK LUDKIN,,,2017-09-25,430,Scientific services,Services scientifiques,2017-09-25,2018-01-02,15904.5,15904.5,0,,,,,,,,S,F059,CA,TC,,0,,N,A41,Y,N,,DSOSA,7000001622/005,,,,,,C,,,*,ec,
C-2017-2018-Q2-00578,3000652781,CANADIAN HELICOPTERS LIMITED,,,2017-09-25,561,Rental of aircraft,Location d'aéronefs,2017-09-25,2017-10-31,24858.56,24858.56,0,,,,,,,,S,V201,CA,TC,,0,,N,C,,N,,PSPCSOSA,E60SQ-020001/055/SQ,,,,,,C,,,*,ec,
C-2017-2018-Q2-00473,3000651514,HEARST AIR SERVICE LTD,,,2017-09-25,561,Rental of aircraft,Location d'aéronefs,2017-09-25,2017-09-29,22035,22035,0,,,,,,,,S,AS11,CA,TC,,0,,N,C,,N,,PSPCSOSA,E60SQ-020001/204/ZH,,,,,,C,,,*,ec,
C-2017-2018-Q2-00510,3000652033,MOBILE RESOURCE GROUP INC,,,2017-09-25,859,Other Business services not Elsewhere Specified,Autres services commerciaux qui ne sont pas précisés ailleurs,2017-09-25,2018-03-30,96219.5,96219.5,0,,,Providing advice and leadership in the development and assessment of potential options on project development,Fournir des conseils et du leadership dans le développement et l'évaluation d'options potentielles sur le développement de projets,,,,S,R199,CA,TC,,0,,N,C,,N,,PSPCSOSA,E60ZT-120001/876/ZT,,,,,,C,,,*,ec,
C-2017-2018-Q2-00367,3000650252,ALTIS HUMAN RESOURCES (OTTAWA) INC,,,2017-09-26,813,Temporary help services,Services d'aide temporaire,2017-08-14,2017-12-15,12603.82,6074.13,6529.69,,,Amendment to previously disclosed contract,Modification à un contrat divulgué antérieurement,,,,S,R199,CA,TC,,0,,N,C,,N,,PSPCSOSA,E60ZN-110002/022/ZN,,,,,,A,,,*,ec,
C-2017-2018-Q2-00581,3000652835,PROTEMPS PROFESSIONAL TEMPORARY SERVICES,,,2017-09-28,813,Temporary help services,Services d'aide temporaire,2017-09-28,2018-05-31,13643.44,13643.44,0,,,Temporary Workload Increase,Augmentation de la charge de travail,,,,S,R199,CA,TC,,0,,N,C,,N,,PSPCSOSA,EW478-142681/011/CAL,,,,,,C,,,*,ec,
C-2017-2018-Q2-00538,3000652381,FTS FOREST TECHNOLOGY SYSTEMS LTD,,,2017-09-29,1243,"Measuring, controlling, laboratory, medical and optical equipment and parts","Instruments de mesure, de contrôle, de laboratoire-Instruments de médecine et d'optique",2017-09-29,2018-03-31,55755,55755,0,,,,,,,,G,6680,CA,TC,,0,,N,C,,N,,N/A,K3D35-160849/001/TOR,,,,,,C,,,*,ec,
C-2017-2018-Q3-00267,3000654315,QMR STAFFING SOLUTIONS INCORPORATED,,,2017-10-24,491,Management consulting,Services de conseillers en gestion,2017-10-24,2018-03-31,24000,24000,0,,,Senior Business Consultant,Consultant principal en affaires,,,,S,B109,CA,TN,85,0,,N,A65,N,N,PWSOSA,E60ZT-120001/462/ZT,C,,,,,,2017-2018-Q3,,,*,ec,
C-2017-2018-Q3-00362,3000655704,FATMA HANDAN TEZEL,,,2017-11-20,431,Scientific consultants,Experts-conseils scientifiques,2017-11-20,2018-03-20,24901.81,24901.81,0,,, Determining Absorption/Desorption of Cesium on Common Construction Materials,Détermination de l'absorption / désorption du césium sur des matériaux de construction courants,,,,S,B109,CA,TN,85,0,,N,A65,N,N,,,C,,,,,,2017-2018-Q3,,,*,ec,
C-2017-2018-Q3-00490,3000657000,RER ENERGY INC,,,2017-12-06,431,Scientific consultants,Experts-conseils scientifiques,2017-12-06,2018-03-31,22443.75,22443.75,0,,,Sea ice consultation and data validation,Consultation sur la glace de mer et validation des données,,,,S,B203,CA,TC,,0,,N,A41,N,N,ECCCSO,5000025958-A,C,,,,,,2017-2018-Q3,,,*,ec,
C-2017-2018-Q3-00494,3000657021,COLD DYNAMICS LTD.,,,2017-12-06,423,Engineering consultants-Other,Conseillers techniques-autres,2017-12-06,2018-03-31,13020,13020,0,,,Expert witness on the release of deleterious substance in ammonia systems,Témoin expert sur le rejet de substance nocive dans les systèmes à l’ammoniac,,,,S,R101,CA,TN,85,0,,N,A65,N,N,,,C,,,,,,2017-2018-Q3,,,*,ec,
C-2017-2018-Q3-00598,3000658216,TECTUS ENVIRONMENTAL INC,,,2017-12-20,423,Engineering consultants-Other,Conseillers techniques-autres,2017-12-20,2018-03-31,15750,15750,0,,,Expert witness in PCB (polychlorinated biphenyls) investigations,Témoin expert dans les enquêtes sur les biphényles polychlorés (BPC),,,,S,R101,CA,TN,85,0,,N,A65,N,N,,,C,,,,,,2017-2018-Q3,,,*,ec,
C-2017-2018-Q3-00621,7200001554,TEKSYSTEMS CANADA INC,,,2017-11-15,473,Information technology and telecommunications consultants,Consultants en TI et en télécommunications,2017-11-15,2018-03-30,69552,69552,0,,,Senior Web Developer,Développeur Web principal,,,,S,D302,CA,TC,,0,,N,A65,N,N,PWSOSA,E60ZT-120001/487/ZT,C,,,,,,2017-2018-Q3,,,*,ec,
C-2017-2018-Q3-00623,7200001565,TEKSYSTEMS CANADA INC,,,2017-11-24,473,Information technology and telecommunications consultants,Consultants en TI et en télécommunications,2017-11-24,2018-03-30,65497.5,65497.5,0,,,Senior Web Developer,Développeur Web principal,,,,S,D302,CA,TC,,0,,N,A65,N,N,PWSOSA,E60ZT-120001/487/ZT,C,,,,,,2017-2018-Q3,,,*,ec,
C-2017-2018-Q4-00623,3000665304,DAMIAN CASTRO,,,2018-03-16,430,Scientific services,Services scientifiques,2018-03-16,2018-07-31,24717,24717,0,,,,,N,,,S,F059,CA,TN,85,0,,N,A65,N,N,,,C,,,,,,2017-2018-Q4,,,*,ec,
C-2017-2018-Q4-00321,3000660278,MARK WEST DBA EMERGWEST CONSULTING,,,2018-02-01,446,Training consultants,Conseillers en formation,2018-02-01,2018-03-29,12420,12420,0,,,Incident Command System training ,Formation sur le Système de commandement en cas d’incident,,,,S,U008,CA,TN,85,0,,N,A65,N,N,,,C,,,,,,2017-2018-Q4,,,*,ec,
C-2017-2018-Q4-00524,3000663534,JAMES PARDEY,,,2018-02-28,473,Information technology and telecommunications consultants,Consultants en TI et en télécommunications,2018-02-28,2018-12-31,44091,44091,0,,,Enhance user functionality and integrate new datasets  , Améliorer la fonctionnalité pour les utilisateurs et intégrer de nouveaux ensembles de données ,,,,S,YS02,CA,TC,,0,,N,A65,N,N,,,C,,,,,,2017-2018-Q4,,,*,ec,
C-2017-2018-Q4-00209,3000659022,DYMECH ENGINEERING INC.,,,2018-01-15,1249,Other equipment and Parts,Autres pièces du matériel,2018-01-15,2018-02-28,19136.55,19136.55,0,,,,,,,,G,4940,CA,TN,85,0,,N,A65,N,N,,,C,,,,,,2017-2018-Q4,,,*,ec,
C-2016-2017-Q4-00017,160359,CROWNHILL PACKAGING,,,2017-02-01,1143," Printed Matter, Including Books, Newspapers, Pictures, Manuscripts and Forms"," Matière imprimée, incluant livres, journaux, images, textes, manuscrits et formules",2017-04-11,2017-06-30,76173.3,76173.3,0,This contract was put in place through a competitive process.,Le présent marché a été adjugé dans le cadre d'un processus concurrentiel. ,,,Y,,,G,7110,CA,OB,97,0,,N,C,N,N,,,C,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00018,160360,SMITH INDUSPAC OTTAWA,,,2017-02-01,1172, Office and Stationers Supplies, Papeterie et fournitures de bureau,2017-04-07,2017-06-30,175291.25,175291.25,0,This contract was put in place through a competitive process.,Le présent marché a été adjugé dans le cadre d'un processus concurrentiel. ,,,Y,,,G,7110,CA,OB,97,0,,N,C,N,N,,,C,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00004,150616,CORADIX TECHNOLOGY CONSULTING,,,2017-01-16,473, Information Technology and Telecommunications Consultants - Senior Technical Architect, Consultants en TI et en télécommunications - Ingénieur technique principal,2016-04-13,2018-03-31,246163.77,172416.51,171476.01,This multi-year contract was competitively sourced using a Public Services and Procurement Canada Supply Arrangement and includes one or more amendments.,Le présent marché qui s'échelonne sur plusieurs années a été adjugé dans le cadre d'un processus concurrentiel utilisant un arrangement en matière d’approvisionnement de Services publics et Approvisionnement Canada et comprend une modification ou plus.,,,Y,,,S,D302,CA,OB,95,0,,N,B,N,N,PWSOSA,EN578-055605-324-EI,A,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00019,160361,CROWNHILL PACKAGING,,,2017-02-01,1143," Printed Matter, Including Books, Newspapers, Pictures, Manuscripts and Forms"," Matière imprimée, incluant livres, journaux, images, textes, manuscrits et formules",2017-04-14,2017-06-30,32544,32544,0,This contract was put in place through a competitive process.,Le présent marché a été adjugé dans le cadre d'un processus concurrentiel. ,,,Y,,,G,7110,CA,OB,97,0,,N,C,N,N,,,C,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00015,160365,SUPER CHANNEL INTERNATIONAL,,,2017-01-31,1172, Office and Stationers Supplies, Papeterie et fournitures de bureau,2017-03-31,2017-06-30,34324.88,34324.88,0,This contract was put in place through a competitive process.,Le présent marché a été adjugé dans le cadre d'un processus concurrentiel. ,,,Y,,,G,8455,CA,OB,97,0,,N,C,N,N,,,C,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00020,160362,FELIX TECHNOLOGY INC.,,,2017-02-01,1179,Miscellaneous Manufactured Articles,Articles manufacturés divers,2017-04-05,2017-06-30,28589,28589,0,This contract was put in place through a competitive process.,Le présent marché a été adjugé dans le cadre d'un processus concurrentiel. ,,,Y,,,G,7510,CA,OB,97,0,,N,C,N,N,,,C,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00021,160363,POSITIF GRAPHIQUE INC.,,,2017-02-01,1143," Printed Matter, Including Books, Newspapers, Pictures, Manuscripts and Forms"," Matière imprimée, incluant livres, journaux, images, textes, manuscrits et formules",2017-04-10,2017-06-30,50821.75,50821.75,0,This contract was put in place through a competitive process.,Le présent marché a été adjugé dans le cadre d'un processus concurrentiel. ,,,Y,,,G,7540,CA,OB,97,0,,N,C,N,N,,,C,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00022,160366,SMITH INDUSPAC OTTAWA,,,2017-02-01,1172, Office and Stationers Supplies, Papeterie et fournitures de bureau,2017-03-17,2017-06-30,90151.4,90151.4,0,This contract was put in place through a competitive process.,Le présent marché a été adjugé dans le cadre d'un processus concurrentiel. ,,,Y,,,G,7110,CA,OB,97,0,,N,C,N,N,,,C,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00023,160368,FELIX TECHNOLOGY INC.,,,2017-02-01,1179,Miscellaneous Manufactured Articles,Articles manufacturés divers,2017-05-26,2017-06-30,45143.5,45143.5,0,This contract was put in place through a competitive process and includes one or ore amendments.  ,Le présent marché a été adjugé dans le cadre d'un processus concurrentiel et comprend une modification ou plus. ,,,Y,,,G,7510,CA,OB,97,0,,N,C,N,N,,,C,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00026,160364,PBS INTERNATIONAL LTD,,,2017-02-03,1172, Office and Stationers Supplies, Papeterie et fournitures de bureau,2017-03-29,2017-06-30,88140,88140,0,This contract was put in place through a competitive process.,Le présent marché a été adjugé dans le cadre d'un processus concurrentiel. ,,,Y,,,G,7540,CA,OB,97,0,,N,C,N,N,,,C,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00047,160478,GARY BREEN AND ASSOCIATES,,,2017-02-17,491, Management Consulting - Senior Communications Specialist, Services de conseillers en gestion - Spécialiste principal en matière de communication,2017-02-17,2018-03-31,89600,89600,0,This contract was competitively sourced using a Public Services and Procurement Canada Supply Arrangement. ,Le présent marché a été adjugé dans le cadre d'un processus concurrentiel utilisant un arrangement en matière d’approvisionnement de Services publics et Approvisionnement Canada.,,,0,,,S,R019,CA,OB,97,0,,N,A5,N,N,PWSOSA,E60ZT-120001/061/ZT,C,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00050,160015,OPENFRAME TECHNOLOGIES INC.,,,2017-02-20,473, Information Technology and Telecommunications Consultants - Senior IT Procurement Specialist, Consultants en TI et en télécommunications - Spécialiste principal en approvisionnement en matière de TI,2016-06-06,2018-03-31,187409.25,91980,95429.25,This contract is a Task-Authorization multi-year contract put in place through a competitive process and includes one or more amendments.,Le présent marché est un contrat à autorisations de tâches qui s'échelonne sur plusieurs années et qui a été adjugé dans le cadre d'un processus concurrentiel et comprend une modification ou plus.,,,Y,,,S,R019,CA,OB,97,0,,N,A5,N,N,PWSOSA,E60ZN-15TSPS-232-ZN,A,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00064,160150,LEO-PISCES SERVICES GROUP INC.,,,2017-02-27,491, Management Consulting - Project Managers and Project Planner , Services de conseillers en gestion - Gestionnaire de projet et planificateur de projet,2016-07-05,2018-02-28,335727,167863.5,167863.5,This multi-year contract was competitively sourced using a Public Services and Procurement Canada Supply Arrangement and includes one or more amendments.,Le présent marché qui s'échelonne sur plusieurs années a été adjugé dans le cadre d'un processus concurrentiel utilisant un arrangement en matière d’approvisionnement de Services publics et Approvisionnement Canada et comprend une modification ou plus.,,,0,,,S,R199,CA,TC,97,0,,N,C,N,N,PWSOSA,E60ZN-15TSPS-188-ZN,A,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00065,150553,IBISKA TELECOM INC.,,,2017-02-27,491, Management Consulting - Project Managers and Project Planner , Services de conseillers en gestion - Gestionnaires de projet et planificateur de projet,2016-07-05,2018-02-28,315951.3,157975.65,157975.65,This multi-year contract was competitively sourced using a Public Services and Procurement Canada Supply Arrangement and includes one or more amendments.,Le présent marché qui s'échelonne sur plusieurs années a été adjugé dans le cadre d'un processus concurrentiel utilisant un arrangement en matière d’approvisionnement de Services publics et Approvisionnement Canada et comprend une modification ou plus.,,,C,,,S,R199,CA,OB,97,0,,N,C,N,N,PWSOSA,E60ZN-15TSPS-155-ZN,A,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00069,160151,NAVPOINT CONSULTING GROUP INC.,,,2017-02-28,491, Management Consulting - Project Managers and Project Planner , Services de conseillers en gestion - Gestionnaire de projet et planificateur de projet,2016-07-05,2018-02-28,409311,204655.5,204655.5,This multi-year contract was competitively sourced using a Public Services and Procurement Canada Supply Arrangement and includes one or more amendments.,Le présent marché qui s'échelonne sur plusieurs années a été adjugé dans le cadre d'un processus concurrentiel utilisant un arrangement en matière d’approvisionnement de Services publics et Approvisionnement Canada et comprend une modification ou plus.,,,0,,,S,R199,CA,TC,97,0,,N,C,N,N,PWSOSA,E60ZN-15TSPS-223-ZN,A,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00073,140076,INTERSOL GROUP LTD / GROUPE,,,2017-02-28,491, Management Consulting - Facilitation Services, Services de conseillers en gestion - Services de facilitation,2014-06-02,2018-03-31,172462.5,45990,34492.5,This contract was put in place through a competitive process and includes one or ore amendments.  ,Le présent marché qui s'échelonne sur plusieurs années a été adjugé dans le cadre d'un processus concurrentiel et comprend une modification ou plus. ,,,0,,,S,R019,CA,OB,97,0,,N,B,N,N,,,A,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00149,160046,MAXSYS,,,2017-03-30,473, Information Technology and Telecommunications Consultants - Junior and Senior Network Operations Analysts , Consultants en TI et en télécommunications - Analystes subalternes et principaux en matière d'opérations de réseaux,2016-07-04,2018-05-31,610467.12,300728.61,309738.51,This multi-year contract was competitively sourced using a Public Services and Procurement Canada Supply Arrangement and includes one or more amendments.,Le présent marché qui s'échelonne sur plusieurs années a été adjugé dans le cadre d'un processus concurrentiel utilisant un arrangement en matière d’approvisionnement de Services publics et Approvisionnement Canada et comprend une modification ou plus.,,,Y,,,S,D302,CA,OB,97,0,,N,A5,N,N,PWSOSA,EN578-055605-203-EI,A,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00084,160456,RAYMOND CHABOT GRANT THORNTON,,,2017-03-07,261,Support core mandate activities,Appui aux activités reliées au mandat de base,2017-03-01,2018-03-31,293693.75,293693.75,0,This contract was competitively sourced using a Public Services and Procurement Canada Supply Arrangement. ,Le présent marché a été adjugé dans le cadre d'un processus concurrentiel utilisant un arrangement en matière d’approvisionnement de Services publics et Approvisionnement Canada.,,,Y,,,S,R010,CA,OB,97,0,,N,C,N,N,PWSOSA,E60ZQ-140002-017-ZQ,C,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00114,160383,CORADIX TECHNOLOGY CONSULTING,,,2017-03-22,473, Information Technology and Telecommunications Consultants - Senior Project Manager , Consultants en TI et en télécommunications - Gestionnaire de projet principal,2016-12-12,2017-12-18,165564.01,165564.01,0,This contract was put in place through a competitive process.,Le présent marché a été adjugé dans le cadre d'un processus concurrentiel. ,,,Y,,,S,R199,CA,OB,97,0,,N,A5,N,N,PWSOSA,EN578-170432-080-EI,C,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00119,160579,LUMINA IT INC.,,,2017-03-23,473, Information Technology and Telecommunications Consultants - IT Procurement Specialist , Consultants en TI et en télécommunications - Spécialiste en approvisionnement en matière de TI ,2017-03-13,2018-03-31,128768.32,128768.32,0,This contract was competitively sourced using a Public Services and Procurement Canada Supply Arrangement. ,Le présent marché a été adjugé dans le cadre d'un processus concurrentiel utilisant un arrangement en matière d’approvisionnement de Services publics et Approvisionnement Canada.,,,Y,,,S,R019,CA,OB,97,0,,N,C,N,N,PWSOSA,E60ZN-15TSPS-196-ZN,C,,,,,,2016-2017-Q4,,,*,elections,
C-2016-2017-Q4-00124,150217,ALTIS HUMAN RESOURCES,,,2017-03-24,491, Management Consulting - Senior Staffing Consultant, Services de conseillers en gestion - Consultant principal en dotation,2015-07-20,2018-03-31,437944.08,80281.29,166985.09,This multi-year contract was competitively sourced using a Public Services and Procurement Canada Supply Arrangement and includes one or more amendments.,Le présent marché qui s'échelonne sur plusieurs années a été adjugé dans le cadre d'un processus concurrentiel utilisant un arrangement en matière d’approvisionnement de Services publics et Approvisionnement Canada et comprend une modification ou plus.,,,Y,,,S,R019,CA,OB,97,0,,N,C,N,N,PWSOSA,E60ZN-15TSPS-039-ZN,A,,,,,,2016-2017-Q4,,,*,elections,
